user_id,movie_id,rating,svd_score,item_cf_score,cbf_score,ncf_score,rnn_score,final_score
877,381,4.0,3.8036000728607178,3.741298793311065,3.715727925392075,3.3984808921813965,3.588536262512207,3.6495287892514927
815,602,3.0,3.848740339279175,3.9194079870457537,3.9229721671987865,3.3031039237976074,3.9827396869659424,3.7953928208574528
94,431,4.0,3.998270034790039,3.6450577604306367,3.3142605523162536,3.83274507522583,3.3954896926879883,3.6371646230901495
416,875,2.0,3.72114372253418,3.8704949537645272,3.833674213475127,3.334707736968994,3.0842573642730717,3.5688555982031804
500,182,2.0,3.3034746646881104,3.448098296289252,3.400777160336529,3.9154107570648193,4.116060256958008,3.636764227067344
259,1074,3.0,3.8449316024780273,3.922398428112925,3.914234107833419,2.560049533843994,3.1945722103118896,3.4872371765160515
598,286,5.0,3.563462972640991,3.709805068173721,4.136401689362614,2.932997941970825,3.792773485183716,3.6270882314663737
886,496,4.0,3.3236443996429443,3.4971247684165814,3.3755707422041565,4.085598468780518,3.861290454864502,3.628645766781741
837,15,3.0,3.312164545059204,3.0605773017167053,3.205310735718536,3.151911973953247,3.472323179244995,3.2404575471385377
521,184,4.0,3.2565271854400635,3.246911561606054,3.207792318602447,2.86672043800354,3.5054943561553955,3.2166891719615003
459,864,4.0,3.5007450580596924,3.435604241060575,3.1591640750748096,3.121532440185547,3.46369743347168,3.336148649570461
622,568,4.0,3.504171371459961,3.550264375170764,3.3436962829434456,3.727393865585327,3.347058057785034,3.4945167905889067
655,1197,3.0,2.8599295616149902,2.909449357903672,2.8115893849551536,2.9178898334503174,3.56270170211792,3.012311968008411
128,99,4.0,3.721049070358277,3.7791230297127103,3.4566525804012382,3.680388450622559,3.325566530227661,3.592555932264489
308,31,3.0,3.635167598724365,3.761717601730272,3.7637428127320938,3.930260181427002,3.638229370117188,3.745823512946184
930,286,3.0,3.2182695865631104,2.9685899411567727,2.896067072519904,3.222507953643799,3.792777299880981,3.219642370752913
43,14,2.0,3.802726268768311,3.853387765283086,3.746159631817235,4.463236808776856,3.906103610992432,3.9543228171275846
42,176,3.0,3.5685555934906006,3.929393975036151,4.08212309616273,4.221294403076172,4.111004829406738,3.982474379434479
450,618,4.0,3.928895950317383,4.061733636414803,4.149766479165685,2.9877774715423584,3.461055278778076,3.7178457632436612
521,568,3.0,3.196335554122925,3.2282310518657416,3.2672530943152,3.227560043334961,3.347029209136963,3.253281790555158
698,176,4.0,2.8954379558563232,2.871371479981588,2.9201612721138144,2.93228816986084,4.111389636993408,3.1461297029611948
13,476,2.0,2.9769399166107178,3.3131324874516617,3.0447668779651567,3.122096300125122,3.1325905323028564,3.1179052228911033
796,82,3.0,3.873706817626953,3.739030240090992,3.727975895605651,3.9676570892333984,3.867826223373413,3.835239253186082
308,492,3.0,4.0323805809021,3.84268374024254,3.771744142767647,3.8180649280548096,3.962250232696533,3.8854247249327263
322,303,3.0,4.285945415496826,4.328816727430745,4.165217490054846,3.4000086784362797,3.6560230255126953,3.9672022673862783
276,408,5.0,4.231230735778809,3.864549798287064,3.402419107907784,4.730162620544434,4.074761867523193,4.060624826008256
537,483,4.0,4.08573579788208,3.096868684348412,3.0985708925648185,3.8160130977630615,4.7302422523498535,3.7654861449816455
933,180,5.0,3.1925368309021,2.947342802804736,3.17660104957182,3.148175001144409,3.759838819503784,3.24489890078537
852,109,3.0,3.675698518753052,3.617276763356257,3.4175510751892784,3.261436939239502,2.9342033863067627,3.38123333656897
416,156,5.0,4.096452713012695,3.938823244166493,3.641067691859195,4.587388038635254,4.154165744781494,4.083579486491026
859,1281,3.0,3.920131206512451,4.1002032820063645,3.792644803109945,1.707443118095398,3.048020362854004,3.313688554515633
892,2,4.0,3.747693777084351,3.970296705529417,3.975126382930029,3.5900683403015137,3.2948594093322754,3.7156089230355174
378,979,3.0,3.575551271438598,3.4097815769753823,3.39458014332072,2.699650526046753,3.1152689456939697,3.2389664926950847
350,214,3.0,4.286861896514893,4.2625318798470015,4.259372708813616,3.087430477142334,3.154444694519043,3.8101283313673777
393,1165,3.0,3.0362048149108887,3.3369009683012467,3.296645164035236,1.6574567556381226,1.7671644687652588,2.618874434330151
240,245,4.0,3.5660269260406494,3.754401314911906,3.518124333410368,2.3205113410949707,3.248225212097168,3.281457825511013
13,326,3.0,3.316920280456543,3.134572877945762,3.1321101191552585,3.7654433250427246,3.529831886291504,3.3757756977783586
165,651,5.0,3.928952932357788,3.9646624323889497,4.27857203599183,3.252523183822632,3.958497047424317,3.876641526397103
184,95,4.0,3.439427137374878,3.5502364967677966,3.5027444708076594,3.9822750091552734,3.79648494720459,3.65423361226204
296,45,5.0,4.323728561401367,4.386443215185891,4.155048353002942,4.067854404449463,4.1178364753723145,4.210182201882396
213,318,5.0,4.67095422744751,4.349711221812462,4.044499831682295,4.997627258300781,4.6793599128723145,4.548430490423073
217,684,5.0,3.0346667766571045,3.027342381462027,2.977732021997646,3.1878209114074707,3.71138072013855,3.18778856233256
515,682,4.0,3.1280221939086914,3.105910352242116,3.1174086072288234,2.5396807193756104,3.109524726867676,3.0001093199245834
487,38,2.0,3.283289909362793,3.676592500371704,3.6609500729079247,3.1333320140838623,3.147103309631348,3.3802535612715268
416,257,3.0,3.4295401573181152,3.932769385174854,3.754434532910137,4.567407608032227,3.709423780441284,3.878715092775324
455,77,4.0,3.558835983276367,3.561893027797697,3.533724656421192,3.2003307342529297,3.3700835704803467,3.444973594445707
712,1091,3.0,3.751953840255737,3.820885308404816,3.8455253972828154,2.9229421615600586,2.758591890335083,3.419979719567702
748,647,3.0,3.782339096069336,3.7962342009289114,3.888707317046701,3.3607053756713867,3.809343099594116,3.72746581786209
313,230,3.0,3.1933088302612305,3.627845738675615,3.5324392972239784,3.5337765216827397,3.1435375213623047,3.406181581841174
77,636,2.0,3.892070770263672,3.742501871881724,3.748407099876297,2.917465925216675,3.358741521835327,3.531837437814739
474,276,5.0,3.659289836883545,4.123558911756207,4.026064913763282,4.498900413513184,3.830845355987549,4.027731886380753
373,386,3.0,3.644482135772705,3.719941156630896,3.5715826562877933,2.9129891395568848,3.119741439819336,3.3937473056135232
312,519,5.0,4.5153584480285645,4.458919590575647,4.270683185254248,4.678987503051758,4.181281566619873,4.421046058706018
919,1086,4.0,3.515942335128784,3.636351993215402,3.6864687409438592,2.3342573642730717,3.3764052391052246,3.3098851345332685
698,205,4.0,2.990527391433716,2.82448504648476,3.0101414541098457,2.945610761642456,4.071735382080078,3.168500007150171
629,187,5.0,4.365498065948486,4.222598862668043,4.112766818655884,4.42777156829834,4.311902046203613,4.2881074723548736
868,234,4.0,2.202993631362915,3.001922960166774,2.6342864998143445,3.3508200645446777,3.819313287734986,3.0018672887247395
899,934,3.0,3.546195268630981,3.5118779339475346,3.472190912353883,2.662709474563598,3.0849905014038086,3.255592818179961
847,240,1.0,2.848701238632202,3.0591215206497937,2.7175259184747507,2.520820617675781,2.838285207748413,2.796890900636188
59,742,3.0,4.101576805114746,3.921959233040881,3.96806745353448,4.228909969329834,3.907564640045166,4.0256156202130216
634,547,4.0,3.2768611907958984,3.369922929079302,3.539323254005821,2.9287219047546387,3.418907642364502,3.3067473842000323
516,431,3.0,4.130095958709717,4.138352842315464,4.41823338397826,2.597646474838257,3.39558482170105,3.73598269630855
357,273,5.0,4.366630554199219,4.189825654488415,4.1553100657372255,4.068886756896973,3.532989501953125,4.062728506654992
883,1448,5.0,3.9023282527923584,4.017734035675082,3.812831419904423,1.0913891792297363,2.9369566440582275,3.1522479063319655
533,195,4.0,2.918617486953736,3.506640394522276,3.524752039635454,3.7839395999908447,3.729555368423462,3.4927009779051548
666,204,3.0,3.0654051303863525,3.697440310341252,3.6730495600597854,3.95833420753479,3.788073539733887,3.636460549611214
387,569,2.0,3.165156126022339,3.390362497870165,3.2601656868285978,2.734037160873413,3.000943422317505,3.110132978782404
716,235,2.0,2.9176700115203857,3.848956412084828,3.675871729624733,3.128183364868164,2.7952890396118164,3.2731941115419856
503,182,3.0,4.216898441314697,4.176561591015772,4.138165733356416,4.415945053100586,4.115816116333008,4.2126773870240966
328,810,3.0,3.446361780166626,3.4331188095861767,3.385534970292816,2.690251111984253,2.980589866638184,3.1871713077336112
26,1015,3.0,2.9641144275665283,2.8435072695155457,3.174812471837836,1.2601404190063477,2.674292802810669,2.5833734781473856
533,845,4.0,3.2701833248138428,3.459284902187712,3.0580718604952204,3.448237180709839,3.3585941791534424,3.3188742894720114
611,324,3.0,3.975735902786255,4.069190927404412,4.043209532838597,3.027858018875122,3.132653951644897,3.649729666709857
303,26,4.0,3.402854681015014,3.735732362832087,3.318752160297312,3.6842775344848633,3.6251392364501953,3.5533511950158942
327,219,4.0,3.1230461597442627,3.292029410966399,3.531018021421798,2.8274190425872803,2.923729181289673,3.139448363201883
301,1016,4.0,3.438328981399536,3.5558982066963822,3.5934257511526155,3.716897487640381,3.4046356678009038,3.541837218937964
577,28,5.0,3.759268522262573,3.900596137676947,3.782479068394367,4.370259761810303,3.977898836135864,3.958100465256011
749,628,4.0,3.799716234207153,3.7249683336437553,3.4979415162634013,3.92767596244812,3.820066452026367,3.7540736997177597
727,1446,3.0,3.1030027866363525,3.0532707596918423,3.034306521326647,1.9037781953811648,3.0803990364074707,2.8349514598886953
589,288,5.0,3.804932355880737,3.505658602322516,4.275345125786725,3.174766778945923,3.466104030609131,3.6453613787090067
399,395,3.0,2.733380079269409,2.893856979108066,2.8467460775890845,2.227468013763428,2.672736167907715,2.6748374635275405
766,568,2.0,3.3529038429260254,3.3604233311231937,3.1063609689328056,3.554727792739868,3.3466246128082275,3.344208109706025
235,100,4.0,4.020772933959961,3.963238458565078,3.811521730333348,4.51235294342041,3.713094472885132,4.004196107832787
861,83,5.0,4.1207146644592285,4.127318157941771,4.1982147799134575,3.55749249458313,4.004828453063965,4.001713709992311
648,428,2.0,3.2402803897857666,3.486240554276145,3.267600202478181,3.706122875213623,3.404564619064331,3.4209617281636095
938,289,1.0,3.2649412155151367,3.387820891921831,3.415991131524056,3.270272731781006,2.95255708694458,3.258316611537322
593,278,3.0,3.611454725265503,3.5712791027335307,3.610187030418842,3.0427255630493164,3.328588485717773,3.432846981436993
837,111,4.0,3.1863605976104736,3.001715335939814,2.991924312716184,2.858275413513184,3.715917825698853,3.150838697095702
916,271,3.0,2.874228477478028,3.353173143685114,3.173814002295115,3.501897096633911,3.0893571376800537,3.1984939715544445
410,269,5.0,3.229043483734131,3.1669055013096044,3.0284073548540493,3.066047191619873,4.162807941436768,3.3306422945908856
634,1142,3.0,3.379534721374512,3.574114966625537,3.207754976199986,3.325195550918579,4.103659629821777,3.518051968988078
721,175,5.0,3.342190980911255,3.759586456086285,3.972509896252333,3.9632182121276855,3.705309867858887,3.7485630826472898
381,473,5.0,3.850887298583984,3.994565227726086,4.013661243234357,3.428353071212769,3.093888759613037,3.6762711200740466
120,125,4.0,3.3390777111053467,3.423836993927219,3.483746334006621,2.600100040435791,3.654549598693848,3.300262135633765
848,647,5.0,4.2352070808410645,4.356110884780954,4.312956792830669,4.082931041717529,3.809263467788696,4.159293853591783
854,121,1.0,2.9073853492736816,3.280864072630382,2.9511275133561568,3.3548359870910645,3.649901628494263,3.22882291016911
896,190,5.0,3.4451797008514404,3.240065529845125,3.2706454345230216,3.7645246982574463,4.05172872543335,3.554428817782077
539,610,4.0,4.153994560241699,4.180529805134471,4.26998377611596,3.033765316009521,3.640594959259033,3.855773683352137
268,11,4.0,3.584788084030152,3.1309389388404405,2.9833840888065177,3.567355871200561,3.594868421554565,3.372267080886447
185,50,4.0,4.0712971687316895,4.058855898942325,4.247063516704168,4.239301681518555,4.28097677230835,4.1794990076410174
747,844,4.0,4.215634822845459,4.1944247223643005,3.99933729455417,3.169957160949707,3.218536853790283,3.7595781709007845
526,298,4.0,3.090160846710205,3.1601713630597765,2.9127179279367583,3.269065618515014,3.5604240894317627,3.198507969130704
667,182,5.0,3.884454965591431,4.004584137780691,4.198293221800709,3.652003765106201,4.116038799285889,3.971074977912984
717,125,4.0,3.932195901870728,3.731308350929994,3.781117108534063,3.707419633865357,3.654745101928711,3.7613572194257707
49,919,5.0,3.0735976696014404,2.95381072150705,2.4024281203551943,2.956453323364258,3.609830856323242,2.999224138230237
592,1281,3.0,3.818050622940064,4.081621045023859,3.854501425167288,2.286430835723877,3.0480427742004395,3.4177293406111056
330,195,3.0,4.372206687927246,4.550983418786181,4.480851313532062,4.832329273223877,3.729565382003784,4.39318721509463
189,381,3.0,3.917624473571777,4.036427627007725,3.790552893547347,3.83103346824646,3.588640689849853,3.8328558304446325
83,845,3.0,3.49862003326416,3.4615623135453086,2.883912268744864,3.632768392562866,3.358238458633423,3.3670202933501243
904,762,2.0,3.8096671104431152,3.7970379158845033,4.201529800241201,3.078629970550537,3.247506618499756,3.626874283123823
705,97,3.0,3.778468370437622,3.707922321022664,3.59236900459384,3.8016586303710938,3.776732444763184,3.7314301542376813
846,1210,2.0,3.657432794570923,3.738593952788104,3.695773422214149,2.779449701309204,3.0007009506225586,3.374390164300988
851,1059,3.0,3.287320375442505,3.655371093328786,3.2507682970645706,2.801378011703491,2.8396873474121094,3.166905024990293
764,9,4.0,3.570239543914795,3.6897127792196738,3.580493242230318,4.1512770652771,3.849060297012329,3.768156585530843
868,214,3.0,2.793834924697876,3.022031930942982,2.972489775610857,2.9203131198883057,3.1539292335510254,2.9725197969382093
886,172,5.0,3.713527202606201,3.49820286381379,3.45610215802296,4.290478229522705,4.424527645111084,3.8765676198153485
823,68,3.0,4.10922908782959,4.00262667472963,3.8714406222477606,3.56384539604187,2.986181259155273,3.706664608000825
449,276,5.0,4.04399299621582,3.758166649972015,3.678143532725133,3.6978566646575928,3.8307061195373535,3.8017731926215834
59,106,4.0,3.8441081047058105,3.912003633545324,3.96806745353448,3.2654337882995605,2.973508358001709,3.592624267617377
634,1197,4.0,3.3619167804718018,3.5313149713011613,3.2634672621780925,3.234827041625977,3.562467575073242,3.3907987261300554
10,700,4.0,4.1960225105285645,4.190021768747611,3.936156004783669,1.7628132104873655,2.4478650093078613,3.3065757007710146
543,737,3.0,3.4479610919952397,3.578119428265256,3.384140534833283,2.7552621364593506,2.8619754314422607,3.2054917245990784
905,1051,2.0,3.2324106693267822,3.1867164063497646,3.192996758354885,2.366488456726074,2.8481991291046143,2.965362283972424
450,1115,4.0,3.895474433898926,4.024958975932194,3.8198767011755295,3.423593282699585,3.1762280464172363,3.668026288024694
463,740,4.0,3.075685501098633,3.192052816179937,3.0382976365208805,2.8848702907562256,3.6164605617523193,3.1614733612615993
463,1033,2.0,2.8296773433685303,2.8517030405438395,2.6912136874878683,2.0751304626464844,2.926035165786743,2.6747519399666935
429,1109,2.0,3.418164014816284,3.543598448108632,3.371854680569858,2.7450528144836426,3.3748292922973637,3.290699850055156
406,234,4.0,3.9186110496521,3.5639362384674445,3.051626046649874,3.805544853210449,3.819796323776245,3.631902902351223
318,414,4.0,3.7150707244873047,3.836352461662746,3.769417760491376,3.529143810272217,3.3874025344848637,3.6474774582797016
